;date;cluster_center_lat;cluster_center_lon;Country/Sea;Region;DAY/NIGHT;cluster_category;cluster_indicators;ndetection;cluster_number
234398;2026-05-26;13.721859;18.869957;Chad;Batha;DAY;fire_type_1;CO2_1:1,CO2_2:5,CO_1:2;8;L3_1
234402;2026-05-26;16.086151;35.15193;Sudan;Kassala;DAY;fire_type_1;C2H4_1:1,CO2_1:5,CO_1:1,CO_3:2;9;L3_3
234405;2026-05-26;21.419556;52.08434;Saudi Arabia;Ash-Sharqīyah;DAY;fire_type_1;C2H4_1:20,CO2_1:64,CO2_2:14,CO_1:14,CO_3:38,HCOOH_1:28,HNO3_1:87;265;L3_5
234413;2026-05-26;18.664871;52.460957;Oman;Dhofar;NIGHT;others;CO2_2:1,CaCO3_1:1,HCOOH_1:12,HNO3_1:39,NH3_2:1;54;L3_2
234463;2026-05-26;25.099606;-2.9913895;Algeria;Adrar;DAY;fire_type_1;C2H4_1:3,CO2_1:19,CO2_2:3,CO_1:1,CO_3:5,HCOOH_1:3,HNO3_1:15;49;L3_6
234579;2026-05-26;22.458889;47.001446;Saudi Arabia;Ar Riyad;NIGHT;others;HCOOH_1:2,HNO3_1:6,SO2_6:2;10;L3_4
234666;2026-05-26;24.138174;1.7794745;Algeria;Tamanghasset;DAY;fire;C2H4_1:2,CO_3:5;7;L3_7
234711;2026-05-26;28.619843;73.87742;India;Rajasthan;DAY;fire_type_1;CO2_1:13,CO2_2:3,CO2_3:3,CO_3:2,HCOOH_1:3,NH3_2:1;25;L3_9
234715;2026-05-26;28.062365;65.88253;Pakistan;Balochistan;DAY;fire_type_1;CO2_1:8,CO2_3:1,CO_3:6,HNO3_1:7;22;L3_8
234801;2026-05-26;32.244736;-3.8250525;Morocco;Meknès - Tafilalet;DAY;others;HNO3_1:6;6;L3_10
234813;2026-05-26;33.355366;7.9535694;Tunisia;Kebili;DAY;others;CO2_2:1,HCOOH_1:1,HNO3_1:3;5;L3_11
234821;2026-05-26;38.061302;94.90369;China;Qinghai;DAY;others;SO2_3:4;4;L3_12
234825;2026-05-26;43.18255;90.08094;China;Xinjiang Uygur;DAY;fire_type_1;C2H2_1:18,CO2_1:2,CO_3:2,HNO3_1:1,SO2_3:3;26;L3_13
234847;2026-05-26;19.390718;-57.86886;North Atlantic Ocean;;NIGHT;Unclassified;NH3:3;3;L2_1
234850;2026-05-26;23.731972;23.04174;Libya;Al Kufrah;DAY;Unclassified;C2H4:1,HNO3:2,CO:2,CO2:13,NH3:2,SO2:1;21;L2_2
234852;2026-05-26;14.674119;9.8268795;Niger;Zinder;DAY;Unclassified;HCOOH:1;1;L2_3
234856;2026-05-26;20.228643;29.16449;Sudan;Northern;DAY;Unclassified;C2H4:1,HNO3:1,NH3:1;3;L2_4
234875;2026-05-26;42.351128;27.95165;Black Sea;;DAY;Unclassified;C2H4:2;2;L2_6
234877;2026-05-26;65.88141;54.97233;Russian Federation;Komi;DAY;Unclassified;NH3:2;2;L2_7
234879;2026-05-26;40.94124;88.3974;China;Xinjiang Uygur;DAY;Unclassified;C2H2:1,CaCO3:4,HCOOH:1,HNO3:1,CO:2,CO2:3,SO2:1;13;L2_8
234882;2026-05-26;39.10248;101.2155;China;Nei Mongol;DAY;Unclassified;CO2:1;1;L2_9
234885;2026-05-26;64.49864;111.24331;Russian Federation;Sakha;DAY;Unclassified;NH3:2;2;L2_10
234887;2026-05-26;-27.532541;17.158316;Namibia;!Karas;NIGHT;Unclassified;HNO3:2;2;L2_11
234889;2026-05-26;19.589554;-155.53575;United States;Hawaii;DAY;Unclassified;CO2:2,SO2:3;5;L2_12
234892;2026-05-26;41.93878;-83.82493;United States;Michigan;NIGHT;Unclassified;CO2:2;2;L2_13
234894;2026-05-26;-13.150047;6.5758524;South Atlantic Ocean;;NIGHT;Unclassified;CO2:2;2;L2_14
234896;2026-05-26;28.806358;1.577153;Algeria;Adrar;NIGHT;Unclassified;HNO3:5;5;L2_16
234901;2026-05-26;-3.6570497;-61.081375;Brazil;Amazonas;DAY;Unclassified;HCOOH:1,CO2:1;2;L2_17
234902;2026-05-26;23.256178;-6.5487285;Mauritania;Adrar;DAY;Unclassified;CaCO3:3,CH3OH:1,HNO3:1,CO:4,CO2:12,NH3:7,SO2:2;30;L2_15
234908;2026-05-26;34.973972;9.755889;Tunisia;Sidi Bou Zid;DAY;Unclassified;CH3OH:1;1;L2_18
234909;2026-05-26;46.358402;170.0182;North Pacific Ocean;;NIGHT;Unclassified;SO2:4;4;L2_19
234912;2026-05-26;7.701808;52.424904;Indian Ocean;;NIGHT;Unclassified;SO2:2;2;L2_20
234914;2026-05-26;26.80409;48.116467;Saudi Arabia;Ash-Sharqīyah;NIGHT;Unclassified;CaCO3:1,CO2:2,NH3:4;7;L2_22
234921;2026-05-26;29.981384;-109.78213;Mexico;Sonora;DAY;Unclassified;C2H4:3,CH3OH:1,CO2:3,SO2:2;9;L2_23
234930;2026-05-26;4.72525;66.458;Arabian Sea;;DAY;Unclassified;HNO3:2;2;L2_24
234932;2026-05-26;-34.339737;32.221737;Indian Ocean;;DAY;Unclassified;NH3:2;2;L2_25
234934;2026-05-26;-7.3826203;37.73677;Tanzania;Morogoro;DAY;Unclassified;SO2:2;2;L2_26
234936;2026-05-26;10.087237;40.95637;Ethiopia;Somali;DAY;Unclassified;CO:1,CO2:5;6;L2_27
234941;2026-05-26;13.87528;35.008804;Sudan;Al Qadarif;DAY;Unclassified;HCN:1;1;L2_28
234943;2026-05-26;27.983128;60.351856;Iran;Sistan and Baluchestan;DAY;Unclassified;C2H2:2,C2H4:6,CaCO3:4,CH3OH:1,HCN:1,HCOOH:6,HNO3:11,CO:17,CO2:13,NH3:24,SO2:12;97;L2_21
234994;2026-05-26;34.878574;38.841175;Syria;Hims;DAY;Unclassified;HNO3:1,CO2:1;2;L2_29
234999;2026-05-26;42.838413;60.92959;Uzbekistan;Qaraqalpaqstan;DAY;Unclassified;C2H4:2,CO:1;3;L2_30
235002;2026-05-26;48.02126;56.49483;Kazakhstan;Aqtöbe;DAY;Unclassified;C2H2:1,CO:1,CO2:10,NH3:1;13;L2_31
235015;2026-05-26;50.0428;69.47884;Kazakhstan;Qaraghandy;DAY;Unclassified;HCOOH:1;1;L2_32
235016;2026-05-26;14.807596;27.959488;Sudan;North Kurdufan;NIGHT;Unclassified;HCOOH:1,NH3:2;3;L2_5
235019;2026-05-26;19.021627;156.1779;North Pacific Ocean;;NIGHT;Unclassified;NH3:2;2;L2_33
235072;2026-05-26;47.244347;78.520004;Kazakhstan;East Kazakhstan;DAY;Unclassified;CH3OH:3,CO2:1,SO2:3;7;L2_34
235079;2026-05-26;49.77663;90.95223;Mongolia;Uvs;DAY;Unclassified;SO2:1;1;L2_35
235080;2026-05-26;57.563465;89.87713;Russian Federation;Krasnoyarsk;DAY;Unclassified;CH3OH:1,SO2:1;2;L2_36
235081;2026-05-26;-22.072697;155.20851;Coral Sea;;NIGHT;Unclassified;NH3:2;2;L2_37
235083;2026-05-26;-17.859549;158.67776;Coral Sea;;NIGHT;Unclassified;CaCO3:1,HNO3:1;2;L2_38
235084;2026-05-26;2.1510699;152.64862;North Pacific Ocean;;NIGHT;Unclassified;C2H4:1,NH3:1;2;L2_39
235089;2026-05-26;19.305008;4.4902;Algeria;Tamanghasset;DAY;Unclassified;CO2:1;1;L2_40
235110;2026-05-27;-18.247969;144.58441;Australia;Queensland;NIGHT;extrem;CO_2 CO_3 CO2_1 Band_3;4;L3_2
235111;2026-05-27;-10.28468;-58.96094;Brazil;Mato Grosso;DAY;extrem;CO_1 CO_2 CO_3 CO2_1 CO2_2 Band_3;6;L3_1
235112;2026-05-27;22.695175;53.638622;Saudi Arabia;Ash-Sharqīyah;DAY;fire_type_1;C2H4_1:14,CO2_1:86,CO2_2:14,CO_1:8,CO_3:64,CaCO3_1:9,HCOOH_1:14,HNO3_1:197,SO2_3:2;408;L3_3
235124;2026-05-27;19.231936;52.978424;Oman;Dhofar;NIGHT;others;C2H4_1:2,CH3OH_1:1,CO2_2:2,CO2_3:1,HCOOH_1:4,HNO3_1:64,NH3_2:1,SO2_6:4;79;L3_4
235180;2026-05-27;20.720459;-4.0695953;Mali;Timbuktu;DAY;fire_type_1;CO2_1:10,CO2_2:1,CO_1:2,CO_3:1,HCOOH_1:2,HNO3_1:3;19;L3_5
235458;2026-05-27;26.89134;76.87546;India;Rajasthan;DAY;fire_type_1;C2H4_1:2,CO2_1:10,CO_3:6,HCOOH_1:3;21;L3_6
235500;2026-05-27;28.746588;0.8834539;Algeria;Adrar;DAY;others;CO_3:1,HCOOH_1:2,HNO3_1:10;13;L3_7
235529;2026-05-27;30.56485;73.0035;Pakistan;Punjab;DAY;fire;CO2_1:2,HCOOH_1:4;6;L3_8
235554;2026-05-27;31.204142;-3.8194048;Algeria;Meknès - Tafilalet;DAY;others;HNO3_1:4;4;L3_9
235563;2026-05-27;40.13493;87.86114;China;Xinjiang Uygur;DAY;fire_type_1;C2H2_1:38,C2H4_1:2,CO2_1:76,CO2_2:24,CO_3:4,HNO3_1:10,SO2_2:13,SO2_3:64;231;L3_11
235574;2026-05-27;32.19414;38.57952;Jordan;Mafraq;DAY;calcite;CaCO3_1:13;13;L3_10
235802;2026-05-27;45.34762;87.32716;China;Xinjiang Uygur;DAY;fire_type_1;CO2_1:6,CO2_2:6,CO_3:1;13;L3_12
235839;2026-05-27;30.36245;-68.361176;North Atlantic Ocean;;DAY;Unclassified;CO2:1,NH3:2;3;L2_1
235842;2026-05-27;43.455116;93.929825;China;Xinjiang Uygur;NIGHT;Unclassified;SO2:2;2;L2_3
235844;2026-05-27;46.81984;18.150253;Hungary;Somogy;NIGHT;Unclassified;NH3:2;2;L2_4
235846;2026-05-27;-24.051865;92.57417;Indian Ocean;;DAY;Unclassified;NH3:2;2;L2_5
235848;2026-05-27;20.399519;-98.69848;Mexico;Hidalgo;NIGHT;Unclassified;CO2:2;2;L2_7
235850;2026-05-27;11.293198;57.70807;Arabian Sea;;NIGHT;Unclassified;NH3:2;2;L2_8
235852;2026-05-27;27.367077;56.728157;Iran;Hormozgan;NIGHT;Unclassified;HNO3:3,CO2:2,NH3:1,SO2:3;9;L2_10
235861;2026-05-27;-7.954751;25.09376;Congo DRC;Haut-Lomami;DAY;Unclassified;CO:2;2;L2_11
235862;2026-05-27;20.19988;28.53121;Sudan;Northern;DAY;Unclassified;C2H4:3,CaCO3:1,HCN:1,HCOOH:2,HNO3:2,CO:11,CO2:10,NH3:2,SO2:1;33;L2_12
235864;2026-05-27;16.86292;17.7723;Chad;Borkou;DAY;Unclassified;HCOOH:1,CO2:1,NH3:1;3;L2_13
235874;2026-05-27;14.970677;-107.66506;North Pacific Ocean;;DAY;Unclassified;SO2:2;2;L2_15
235876;2026-05-27;25.896439;-103.216225;Mexico;Coahuila;DAY;Unclassified;HNO3:1,CO:1,CO2:2;4;L2_16
235880;2026-05-27;30.200151;-107.550026;Mexico;Chihuahua;DAY;Unclassified;SO2:1;1;L2_17
235881;2026-05-27;57.159424;157.51369;Russian Federation;Kamchatka;DAY;Unclassified;NH3:2;2;L2_18
235883;2026-05-27;-6.8443484;-139.124;South Pacific Ocean;;DAY;Unclassified;NH3:2;2;L2_19
235885;2026-05-27;33.054558;-115.10018;United States;California;DAY;Unclassified;C2H4:1,CO2:3;4;L2_20
235889;2026-05-27;42.759193;-114.91391;United States;Idaho;DAY;Unclassified;HCOOH:1;1;L2_21
235890;2026-05-27;44.106663;121.59818;China;Nei Mongol;DAY;Unclassified;HCOOH:1,NH3:2;3;L2_22
235891;2026-05-27;32.29106;138.33821;Philippine Sea;;NIGHT;Unclassified;NH3:2;2;L2_23
235893;2026-05-27;-19.844883;-149.3091;South Pacific Ocean;;NIGHT;Unclassified;CO2:2;2;L2_24
235895;2026-05-27;4.8893247;-147.00998;North Pacific Ocean;;NIGHT;Unclassified;CH3OH:2;2;L2_25
235918;2026-05-27;26.018019;40.12994;Saudi Arabia;Ḥaʼil;DAY;Unclassified;C2H4:3,CH3OH:1,CO:3,CO2:1;8;L2_26
235921;2026-05-27;28.59913;9.005697;Algeria;Illizi;DAY;Unclassified;CaCO3:1,HCOOH:3,HNO3:10,CO:3,CO2:2,NH3:1;20;L2_27
235924;2026-05-27;30.24068;31.59827;Egypt;Ash Sharqiyah;DAY;Unclassified;HCOOH:2;2;L2_29
235929;2026-05-27;-22.160242;96.12237;Indian Ocean;;NIGHT;Unclassified;NH3:2;2;L2_6
235931;2026-05-27;44.28221;64.735306;Kazakhstan;Qyzylorda;NIGHT;Unclassified;CaCO3:1;1;L2_30
235932;2026-05-27;-23.661236;-6.474271;South Atlantic Ocean;;DAY;Unclassified;HNO3:2;2;L2_31
235934;2026-05-27;17.240742;7.6716185;Niger;Agadez;DAY;Unclassified;C2H4:2,HCOOH:2,CO:1,CO2:1,NH3:2;8;L2_32
235935;2026-05-27;18.40708;-7.749049;Mauritania;Hodh ech Chargui;DAY;Unclassified;C2H2:1,C2H4:1,HCOOH:2,CO:5,CO2:3,SO2:2;14;L2_33
235970;2026-05-27;26.044048;53.23035;Persian Gulf;;DAY;Unclassified;CaCO3:1,HNO3:5,CO:11,CO2:10,NH3:11,SO2:17;55;L2_9
236028;2026-05-27;36.877594;63.97962;Turkmenistan;Lebap;DAY;Unclassified;CO2:2;2;L2_34
236032;2026-05-27;44.28682;59.085545;Uzbekistan;Qaraqalpaqstan;DAY;Unclassified;CO2:1;1;L2_35
236033;2026-05-27;-58.549553;-179.52089;South Pacific Ocean;;NIGHT;Unclassified;SO2:1;1;L2_36
236034;2026-05-27;-57.45563;177.79564;South Pacific Ocean;;NIGHT;Unclassified;SO2:1;1;L2_37
236035;2026-05-27;16.929722;13.541189;Niger;Diffa;NIGHT;Unclassified;C2H4:1,HNO3:1;2;L2_14
236037;2026-05-27;28.361982;1.0058708;Algeria;Adrar;NIGHT;Unclassified;HNO3:3;3;L2_28
236040;2026-05-27;18.89331;-17.689802;North Atlantic Ocean;;NIGHT;Unclassified;SO2:2;2;L2_39
236042;2026-05-27;19.532213;-15.8054;Mauritania;Inchiri;DAY;Unclassified;C2H4:1,CO:2,CO2:1;4;L2_38
236046;2026-05-27;-30.50322;70.48584;Indian Ocean;;DAY;Unclassified;CaCO3:2;2;L2_40
236048;2026-05-27;22.20962;77.35436;India;Madhya Pradesh;DAY;Unclassified;CH3OH:1,CO:3,CO2:2;6;L2_41
236051;2026-05-27;22.352;86.72267;India;Jharkhand;DAY;Unclassified;HNO3:2;2;L2_42
236055;2026-05-27;29.612137;74.22681;India;Rajasthan;DAY;Unclassified;CO:4,CO2:3,NH3:2,SO2:2;11;L2_43
236066;2026-05-27;42.322784;86.15372;China;Xinjiang Uygur;DAY;Unclassified;C2H4:3,CaCO3:13,CH3OH:7,HCOOH:1,CO:4,CO2:9,NH3:1,SO2:4;42;L2_2
236105;2026-05-27;62.204422;72.365166;Russian Federation;Khanty-Mansiy;DAY;Unclassified;HCOOH:2;2;L2_44
236107;2026-05-27;-8.433651;-49.476036;Brazil;Pará;DAY;Unclassified;CO:1;1;L2_45
236108;2026-05-27;-28.990986;-59.13169;Argentina;Corrientes;NIGHT;Unclassified;HNO3:2;2;L2_46
236110;2026-05-27;28.164589;92.15403;China;Xizang;DAY;Unclassified;CO2:1;1;L2_47
236111;2026-05-27;40.00693;99.79688;China;Nei Mongol;DAY;Unclassified;CO2:3;3;L2_48
236116;2026-05-28;-2.9647372;116.17696;Makassar Strait;;NIGHT;fire;C2H4_1:20,CO_3:2,HCOOH_1:29,NH3_1:6,NH3_2:9,NH3_3:28;94;L3_2
236122;2026-05-28;-3.2683644;139.34552;Indonesia;Papua;NIGHT;fire;C2H4_1:4,NH3_1:5,NH3_2:2,NH3_3:13;24;L3_3
236132;2026-05-28;-1.6100335;-167.03433;South Pacific Ocean;;NIGHT;voc;C2H4_1:155,CO_2:12,CO_3:13,CaCO3_1:6,HCOOH_1:18,NH3_1:48,NH3_2:36,NH3_3:59;347;L3_5
236133;2026-05-28;-1.2904892;-142.14122;South Pacific Ocean;;NIGHT;voc;C2H4_1:231,CO_2:19,CaCO3_1:41,HCOOH_1:25,NH3_1:59,NH3_2:35,NH3_3:74;484;L3_7
236136;2026-05-28;-1.4904194;166.50742;South Pacific Ocean;;NIGHT;fire;C2H4_1:80,CO_3:20,HCOOH_1:24,NH3_1:29,NH3_2:54,NH3_3:91;298;L3_9
236455;2026-05-28;-0.84143466;149.26878;South Pacific Ocean;;NIGHT;fire;C2H4_1:7,HCOOH_1:3,NH3_1:4,NH3_2:2,NH3_3:6;22;L3_11
237149;2026-05-28;22.921335;54.805443;United Arab Emirates;Abu Dhabi;DAY;fire_type_1;C2H4_1:12,CO2_1:98,CO2_2:15,CO2_3:6,CO_1:10,CO_2:13,CO_3:73,HCOOH_1:15,HNO3_1:244;486;L3_1
237153;2026-05-28;16.310347;35.559563;Sudan;Kassala;DAY;fire_type_1;CO2_2:1,CO_1:2,CO_2:2,CO_3:4;9;L3_4
237178;2026-05-28;18.893147;53.90513;Oman;Dhofar;NIGHT;others;HCOOH_1:7,HNO3_1:35,SO2_1:2;44;L3_13
237270;2026-05-28;20.600878;-11.625464;Mauritania;Adrar;DAY;fire_type_1;CO2_1:5,CO2_2:1,CO_1:1,CO_2:0,CO_3:7;14;L3_6
237504;2026-05-28;27.95721;41.11436;Saudi Arabia;Ḥaʼil;DAY;fire_type_1;C2H4_1:4,CO2_1:18,CO_1:2,CO_2:1,CO_3:13,HNO3_1:7;45;L3_8
237516;2026-05-28;25.961987;-9.005871;Mauritania;Tiris Zemmour;DAY;fire_type_1;CO2_1:2,CO2_2:2,CO_1:1,CO_2:1,CO_3:4;10;L3_10
237567;2026-05-28;28.088156;74.05374;India;Rajasthan;DAY;fire_type_1;CO2_1:1,CO2_2:6,CO_2:1;8;L3_12
237583;2026-05-28;29.092113;2.2895424;Algeria;Ghardaïa;DAY;others;HNO3_1:9;9;L3_14
237614;2026-05-28;29.367292;16.280254;Libya;Al Jufrah;DAY;others;CO_2:0,HNO3_1:14;14;L3_15
237665;2026-05-28;40.22601;89.05015;China;Xinjiang Uygur;DAY;fire_type_1;C2H2_1:16,CO2_1:71,CO2_2:58,CO_3:13,HNO3_1:5,SO2_2:12,SO2_3:13;188;L3_16
237685;2026-05-28;32.553192;9.495978;Tunisia;Tataouine;DAY;fire_type_1;CO2_1:17,CO_2:0,CO_3:2,HCOOH_1:1,HNO3_1:1;21;L3_17
237802;2026-05-28;37.310368;62.206116;Turkmenistan;Mary;DAY;fire_type_1;CO2_1:5,CO_3:2;7;L3_18
237966;2026-05-28;-32.66645;155.83244;Tasman Sea;;DAY;Unclassified;NH3:2;2;L2_1
237968;2026-05-28;29.308556;1.8759645;Algeria;Adrar;NIGHT;Unclassified;HNO3:2;2;L2_3
237970;2026-05-28;1.5633899;83.34931;Indian Ocean;;NIGHT;Unclassified;NH3:1;1;L2_4
237971;2026-05-28;4.5021405;92.07487;Indian Ocean;;NIGHT;Unclassified;NH3:2;2;L2_5
237973;2026-05-28;-79.12894;-169.56267;Southern Ocean;;NIGHT;Unclassified;NH3:1;1;L2_6
237974;2026-05-28;-78.35573;-162.51173;Southern Ocean;;NIGHT;Unclassified;NH3:1;1;L2_7
237975;2026-05-28;26.039957;51.212605;Qatar;Madinat ash Shamal;NIGHT;Unclassified;C2H4:1,CaCO3:1,HNO3:10,CO:1,CO2:1,NH3:3,SO2:2;19;L2_9
237981;2026-05-28;-10.018559;125.67448;Timor Sea;;DAY;Unclassified;NH3:2;2;L2_10
237983;2026-05-28;26.866888;-10.501128;Morocco;Es Semara;NIGHT;Unclassified;HNO3:1;1;L2_12
237984;2026-05-28;38.751553;-23.933744;North Atlantic Ocean;;NIGHT;Unclassified;NH3:2;2;L2_13
237986;2026-05-28;-2.2031634;116.0621;Indonesia;Kalimantan Timur;NIGHT;Unclassified;C2H4:1,CaCO3:7,CH3OH:3,HNO3:4,CO:5,CO2:9,SO2:5;34;L2_14
238020;2026-05-28;7.6732535;116.79057;South China Sea;;NIGHT;Unclassified;HCOOH:1,NH3:1;2;L2_15
238022;2026-05-28;-6.200086;19.732937;Congo DRC;Kasaï;DAY;Unclassified;CO:4,CO2:1;5;L2_16
238024;2026-05-28;26.41341;44.73879;Saudi Arabia;Ar Riyad;DAY;Unclassified;C2H2:1,C2H4:4,CaCO3:8,HCN:1,HCOOH:2,HNO3:7,CO:14,CO2:19,NH3:7,SO2:12;75;L2_8
238060;2026-05-28;50.46267;43.26194;Russian Federation;Volgograd;DAY;Unclassified;HNO3:2;2;L2_17
238062;2026-05-28;67.981865;65.2832;Russian Federation;Komi;DAY;Unclassified;HCOOH:2;2;L2_18
238072;2026-05-28;27.531727;-122.94374;North Pacific Ocean;;DAY;Unclassified;NH3:2;2;L2_19
238078;2026-05-28;51.647312;-109.83171;Canada;Saskatchewan;DAY;Unclassified;CO:2;2;L2_20
238080;2026-05-28;60.442013;-113.12828;Canada;Northwest Territories;DAY;Unclassified;CO:5,CO2:2;7;L2_21
238081;2026-05-28;13.642818;11.459977;Niger;Diffa;DAY;Unclassified;CO2:1,NH3:1;2;L2_22
238083;2026-05-28;19.891472;12.994217;Niger;Agadez;DAY;Unclassified;C2H4:1,HCOOH:1,CO:1;3;L2_23
238084;2026-05-28;23.926456;0.016102746;Algeria;Adrar;DAY;Unclassified;C2H4:1,HNO3:3,CO:6,CO2:5,NH3:1,SO2:1;17;L2_2
238099;2026-05-28;29.828356;7.7086577;Algeria;Illizi;DAY;Unclassified;CO2:1,NH3:2,SO2:1;4;L2_24
238107;2026-05-28;45.208557;10.598749;Italy;Lombardia;DAY;Unclassified;HCOOH:2,NH3:2;4;L2_25
238111;2026-05-28;-1.4100698;-167.18538;South Pacific Ocean;;NIGHT;Unclassified;C2H2:2,CaCO3:1,CH3OH:11,HNO3:3,CO:13,CO2:3,SO2:5;38;L2_26
238149;2026-05-28;48.58152;-104.86844;United States;Montana;NIGHT;Unclassified;NH3:2;2;L2_27
238151;2026-05-28;-0.6433076;-144.33655;South Pacific Ocean;;NIGHT;Unclassified;C2H4:3,CH3OH:3,HCN:1,HNO3:5,CO:10,CO2:7,SO2:8;37;L2_28
238176;2026-05-28;0.7115;-132.61058;North Pacific Ocean;;NIGHT;Unclassified;SO2:1;1;L2_29
238184;2026-05-28;5.425612;-135.40927;North Pacific Ocean;;NIGHT;Unclassified;HNO3:1,CO2:1;2;L2_30
238187;2026-05-28;-15.17901;-115.954315;South Pacific Ocean;;NIGHT;Unclassified;NH3:2;2;L2_31
238227;2026-05-28;62.38418;71.77546;Russian Federation;Khanty-Mansiy;DAY;Unclassified;NH3:2;2;L2_32
238229;2026-05-28;22.80883;79.80742;India;Madhya Pradesh;DAY;Unclassified;CO:1;1;L2_33
238230;2026-05-28;30.360975;74.7049;India;Punjab;DAY;Unclassified;HCOOH:2,CO:1,NH3:4;7;L2_34
238231;2026-05-28;38.92205;89.628105;China;Xinjiang Uygur;DAY;Unclassified;C2H2:3,C2H4:2,CaCO3:2,HCOOH:2,HNO3:1,CO:8,CO2:9,NH3:1,SO2:11;39;L2_35
238275;2026-05-28;79.099525;-95.282684;The Northwestern Passages;;DAY;Unclassified;NH3:1;1;L2_36
238276;2026-05-28;79.31251;-89.731255;Canada;Nunavut;DAY;Unclassified;NH3:1;1;L2_37
238277;2026-05-28;-6.4996204;-53.019985;Brazil;Pará;DAY;Unclassified;CO2:1;1;L2_38
238278;2026-05-28;-1.006556;167.5719;South Pacific Ocean;;NIGHT;Unclassified;CaCO3:3,CH3OH:1,HCN:3,HNO3:2,CO:19,CO2:7,SO2:8;43;L2_39
238318;2026-05-28;6.1970716;163.3235;North Pacific Ocean;;NIGHT;Unclassified;C2H4:1,CaCO3:1;2;L2_40
238320;2026-05-28;26.045498;-10.392332;Morocco;Es Semara;DAY;Unclassified;NH3:3;3;L2_11
238323;2026-05-28;34.335835;118.47823;China;Jiangsu;DAY;Unclassified;HCOOH:2;2;L2_41
238325;2026-05-28;43.465588;124.3186;China;Jilin;DAY;Unclassified;NH3:2;2;L2_42
238327;2026-05-28;77.27367;128.5027;Laptev Sea;;DAY;Unclassified;NH3:2;2;L2_43
238329;2026-05-28;0.6612064;144.31601;North Pacific Ocean;;NIGHT;Unclassified;C2H4:2,CaCO3:3,CH3OH:2,NH3:6,SO2:1;14;L2_44
238343;2026-05-28;16.300928;-12.40551;Mauritania;Assaba;DAY;Unclassified;C2H4:2,CO:2,NH3:1,SO2:1;6;L2_45
238349;2026-05-29;18.379093;-13.984517;Mauritania;Trarza;DAY;fire_type_1;C2H4_1:2,CO2_1:8,CO2_2:4,CO_1:2,CO_3:2,SO2_6:2;20;L3_2
238350;2026-05-29;16.361736;33.168022;Sudan;River Nile;DAY;fire_type_1;CO2_1:1,CO2_2:1,CO_1:1,CO_3:1,SO2_6:3;7;L3_4
238354;2026-05-29;19.929605;53.861996;Saudi Arabia;Ash-Sharqīyah;DAY;fire_type_1;C2H4_1:9,CO2_1:27,CO2_2:6,CO_1:1,CO_3:7,HNO3_1:91,SO2_6:2;143;L3_6
238360;2026-05-29;18.77387;10.062658;Niger;Agadez;DAY;fire_type_1;C2H4_1:1,CO2_1:13,CO2_2:3,CO_1:2,CO_3:10,SO2_6:1;30;L3_7
238363;2026-05-29;17.675377;51.176853;Yemen;Hadramawt;NIGHT;others;HNO3_1:12,HNO3_2:1;13;L3_3
238378;2026-05-29;23.206171;-6.1486654;Mali;Timbuktu;DAY;fire_type_1;C2H4_1:6,CO2_1:20,CO_1:1,CO_3:18,HNO3_1:10,SO2_6:3;58;L3_8
238400;2026-05-29;23.865156;44.83549;Saudi Arabia;Ar Riyad;DAY;fire_type_1;C2H4_1:11,CO2_1:27,CO2_2:7,CO_1:3,CO_3:35,HNO3_1:19;102;L3_9
238575;2026-05-29;23.73427;33.272263;Egypt;Aswan;DAY;fire_type_1;CO2_2:1,CO_1:1,CO_3:2,HNO3_1:2;6;L3_10
238658;2026-05-29;29.998438;65.0292;Afghanistan;Kandahar;DAY;fire_type_1;C2H4_1:2,CO2_1:60,CO2_2:20,CO_3:31,HCOOH_1:12,HNO3_1:19,NH3_2:10,SO2_6:18;172;L3_11
238664;2026-05-29;26.655758;48.857754;Saudi Arabia;Ash-Sharqīyah;NIGHT;calcite;CO2_3:2,CaCO3_1:5,HCOOH_1:1,HNO3_1:1;9;L3_5
238774;2026-05-29;29.776417;17.621244;Libya;Surt;DAY;others;CO2_1:2,HNO3_1:5;7;L3_12
238806;2026-05-29;31.38135;-3.766916;Algeria;Meknès - Tafilalet;DAY;fire_type_1;CO2_1:1,CO_3:1,HNO3_1:7;9;L3_13
238884;2026-05-29;33.972282;-1.5160756;Algeria;Naâma;DAY;fire_type_1;CO2_1:1,CO2_2:2,CO_3:1;4;L3_17
238894;2026-05-29;37.888065;65.16236;Turkmenistan;Lebap;DAY;fire_type_1;CO2_1:5,CO2_2:1,CO_3:12,HCOOH_1:1;19;L3_14
238900;2026-05-29;40.77402;94.26131;China;Gansu;DAY;fire_type_1;C2H2_1:8,CO2_1:43,CO2_2:53,CO_3:19,HCOOH_1:3,HNO3_1:3,SO2_2:12;141;L3_15
238962;2026-05-29;41.329437;104.34731;China;Nei Mongol;DAY;fire_type_1;C2H2_1:6,CO2_1:1,CO_3:1;8;L3_16
239053;2026-05-29;60.275227;-113.02284;Canada;Northwest Territories;DAY;extrem;CO_1 CO_2 CO_3 Band_3;4;L3_1
239054;2026-05-29;-3.19694;-125.007095;South Pacific Ocean;;DAY;Unclassified;HNO3:1;1;L2_1
239055;2026-05-29;27.643518;-104.219604;Mexico;Chihuahua;DAY;Unclassified;CO2:1;1;L2_2
